TYPENAME,TYPEID,GROUPID
Ample Conductors,41265,1676
Compact Electronics,41266,1676
Compact Compounds,41267,1676
Compact Conductors,41268,1676
Enduring Electronics,41269,1676
Scourge Javelin XL Torpedo,41270,1677
Scourge Rage XL Torpedo,41271,1677
Nova Javelin XL Torpedo,41272,1677
Nova Rage XL Torpedo,41273,1677
Mjolnir Javelin XL Torpedo,41274,1677
Mjolnir Rage XL Torpedo,41275,1677
Inferno Javelin XL Torpedo,41276,1677
Inferno Rage XL Torpedo,41277,1677
Scourge Javelin XL Torpedo Blueprint,41278,166
Scourge Rage XL Torpedo Blueprint,41279,166
Nova Javelin XL Torpedo Blueprint,41280,166
Nova Rage XL Torpedo Blueprint,41281,166
Mjolnir Javelin XL Torpedo Blueprint,41282,166
Mjolnir Rage XL Torpedo Blueprint,41283,166
Inferno Javelin XL Torpedo Blueprint,41284,166
Inferno Rage XL Torpedo Blueprint,41285,166
Inferno Precision XL Cruise Missile,41286,1678
Inferno Fury XL Cruise Missile,41287,1678
Inferno Precision XL Cruise Missile Blueprint,41288,166
Inferno Fury XL Cruise Missile Blueprint,41289,166
Scourge Precision XL Cruise Missile,41290,1678
Scourge Fury XL Cruise Missile,41291,1678
Scourge Precision XL Cruise Missile Blueprint,41292,166
Scourge Fury XL Cruise Missile Blueprint,41293,166
Nova Fury XL Cruise Missile,41294,1678
Nova Precision XL Cruise Missile,41295,1678
Nova Fury XL Cruise Missile Blueprint,41296,166
Nova Precision XL Cruise Missile Blueprint,41297,166
Mjolnir Precision XL Cruise Missile,41298,1678
Mjolnir Fury XL Cruise Missile,41299,1678
Mjolnir Precision XL Cruise Missile Blueprint,41300,166
Mjolnir Fury XL Cruise Missile Blueprint,41301,166
Enduring Compounds,41302,1676
Enduring Conductors,41303,1676
Precise Electronics,41304,1676
Precise Compounds,41305,1676
Precise Conductors,41306,1676
Restrained Electronics,41307,1676
Restrained Compounds,41308,1676
Restrained Conductors,41309,1676
Scoped Electronics,41310,1676
Scoped Compounds,41311,1676
Scoped Conductors,41312,1676
50000MN Cold-Gas Enduring Microwarpdrive Blueprint,41313,126
Hail XL,41314,372
Hail XL Blueprint,41315,725
Barrage XL,41316,372
Barrage XL Blueprint,41317,725
Tremor XL,41318,376
Tremor XL Blueprint,41319,725
Quake XL,41320,376
Quake XL Blueprint,41321,725
Void XL,41322,377
Void XL Blueprint,41323,722
Null XL,41324,377
Null XL Blueprint,41325,722
Javelin XL,41326,373
Javelin XL Blueprint,41327,722
Spike XL,41328,373
Spike XL Blueprint,41329,722
Scorch XL,41330,375
Scorch XL Blueprint,41331,726
Conflagration XL,41332,375
Conflagration XL Blueprint,41333,726
Gleam XL,41334,374
Gleam XL Blueprint,41335,726
Aurora XL,41336,374
Aurora XL Blueprint,41337,726
Emergent Retainer,41338,961
Small CONCORD Billboard,41339,323
Medium CONCORD Billboard,41340,323
Large CONCORD Billboard,41341,323
ECM Jammer Burst,41342,1704
Stasis Webifier Burst,41343,1704
Energy Neutralizer Burst,41344,1704
Target Painter Burst,41345,1704
Tracking Disruption Burst,41346,1704
Guidance Disruptor Burst,41347,1704
Sensor Dampener Burst,41348,1704
Warp Disrupt Burst,41349,1704
Superweapon_AOEECM,41350,842
Cyclops II Blueprint,41351,1145
Malleus II Blueprint,41352,1145
Mantis II Blueprint,41353,1145
Tyrfing II Blueprint,41354,1145
Ametat I Blueprint,41355,1145
Ametat II Blueprint,41356,1145
Termite I Blueprint,41361,1145
Termite II Blueprint,41362,1145
Antaeus I Blueprint,41363,1145
Antaeus II Blueprint,41364,1145
Gungnir I Blueprint,41365,1145
Gungnir II Blueprint,41366,1145
Cenobite I Blueprint,41367,1679
Cenobite II Blueprint,41368,1679
Scarab I Blueprint,41369,1679
Scarab II Blueprint,41370,1679
Siren I Blueprint,41371,1679
Siren II Blueprint,41372,1679
Dromi I Blueprint,41373,1679
Dromi II Blueprint,41374,1679
Templar II Blueprint,41375,1146
Equite I Blueprint,41376,1146
Equite II Blueprint,41377,1146
Dragonfly II Blueprint,41378,1146
Locust I Blueprint,41379,1146
Locust II Blueprint,41380,1146
Firbolg II Blueprint,41381,1146
Satyr I Blueprint,41382,1146
Satyr II Blueprint,41383,1146
Einherji II Blueprint,41384,1146
Gram I Blueprint,41385,1146
Gram II Blueprint,41386,1146
Sensor Dampening Burst Projector Blueprint,41388,1703
Superweapon_AOEGuide Blueprint,41389,1703
Energy Neutralization Burst Projector Blueprint,41390,1703
Target Illumination Burst Projector Blueprint,41391,1703
Weapon Disruption Burst Projector Blueprint,41392,1703
Stasis Webification Burst Projector Blueprint,41393,1703
Warp Disruption Burst Projector Blueprint,41394,1703
Superweapon_AOEECM Blueprint,41395,651
Domination Dreadnought,41396,1681
Dark Blood Dreadnought,41397,1683
Dread Guristas Dreadnought,41398,1685
True Sansha's Dreadnought,41399,1687
Shadow Serpentis Dreadnought,41400,1689
Sentient Infested Carrier,41401,1691
Phobetor Warp Disrupt Probe,41402,548
Capital Autocannon Specialization,41403,255
Capital Artillery Specialization,41404,255
Capital Blaster Specialization,41405,255
Capital Railgun Specialization,41406,255
Capital Pulse Laser Specialization,41407,255
Capital Beam Laser Specialization,41408,255
XL Torpedo Specialization,41409,256
XL Cruise Missile Specialization,41410,256
Networked Sensor Array,41411,1706
Networked Sensor Array Blueprint,41412,223
Hermes Compact Fighter Support Unit Blueprint,41413,408
Hermes Compact Fighter Support Unit,41414,407
Fighter Support Unit II,41415,407
Fighter Support Unit II Blueprint,41416,408
Sentient Fighter Support Unit,41417,407
Sentient Fighter Support Unit Blueprint,41418,408
Scorpion Valkyrie SKIN,41419,1950
Merlin Valkyrie SKIN,41420,1950
Moa Valkyrie SKIN,41421,1950
OLD M-Set LNS Materials Reclamation I,41422,1693
OLD M-Set LNS Materials Reclamation II,41423,1693
OLD M-Set I1 Materials Reclamation I,41424,1694
OLD M-Set I1 Materials Reclamation II,41425,1694
OLD M-Set I2 Materials Reclamation I,41426,1695
OLD M-Set I2 Materials Reclamation II,41427,1695
OLD L-Set Ice Grading Processor I,41428,1696
OLD L-Set Ice Grading Processor II,41429,1696
OLD M-Set LNS Materials Reclamation II Blueprint,41430,1709
OLD M-Set I1 Materials Reclamation I Blueprint,41431,1709
OLD M-Set I1 Materials Reclamation II Blueprint,41432,1709
OLD M-Set I2 Materials Reclamation I Blueprint,41433,1709
OLD M-Set I2 Materials Reclamation II Blueprint,41434,1709
OLD L-Set Ice Grading Processor I Blueprint,41435,1709
OLD L-Set Ice Grading Processor II Blueprint,41436,1709
OLD M-Set LNS Materials Reclamation I Blueprint,41437,1709
Gravitational Transportation Field Oscillator Blueprint,41438,651
Iron Pike' Kinetic Lance,41439,588
Phalarica' Thermal Lance,41440,588
Geiravor' Explosive Lance,41441,588
Cold Wind' Kinetic Reaper,41442,588
Guillotine' Thermal Reaper,41443,588
Jormungandr' Explosive Reaper,41444,588
Holy Destiny' Electromagnetic Lance Blueprint,41445,651
Iron Pike' Kinetic Lance Blueprint,41446,651
Phalarica' Thermal Lance Blueprint,41447,651
Geiravor' Explosive Lance Blueprint,41448,651
Cold Wind' Kinetic Reaper Blueprint,41449,651
Guillotine' Thermal Reaper Blueprint,41450,651
Jormungandr' Explosive Reaper Blueprint,41451,651
Divine Harvest' Electromagnetic Reaper Blueprint,41452,651
CONCORD 25000mm Steel Plates,41456,329
Dark Blood 25000mm Steel Plates,41457,329
Shadow Serpentis 25000mm Steel Plates,41458,329
CONCORD Capital Shield Extender,41459,38
True Sansha Capital Shield Extender,41460,38
Dread Guristas Capital Shield Extender,41461,38
Domination Capital Shield Extender,41462,38
Capital I-ax Enduring Remote Armor Repairer,41463,325
Capital Coaxial Compact Remote Armor Repairer,41464,325
Capital Solace Scoped Remote Armor Repairer,41465,325
Capital Remote Armor Repairer II,41466,325
Dark Blood Capital Remote Armor Repairer,41467,325
Shadow Serpentis Capital Remote Armor Repairer,41468,325
Capital Asymmetric Enduring Remote Shield Booster,41469,41
Capital Murky Compact Remote Shield Booster,41470,41
Capital S95a Scoped Remote Shield Booster,41471,41
True Sansha Capital Remote Shield Booster,41472,41
Dread Guristas Capital Remote Shield Booster,41473,41
Domination Capital Remote Shield Booster,41474,41
Capital Remote Hull Repairer II,41475,585
Small Ancillary Remote Armor Repairer,41476,1698
Medium Ancillary Remote Armor Repairer,41477,1698
Large Ancillary Remote Armor Repairer,41478,1698
Capital Ancillary Remote Armor Repairer,41479,1698
Small Ancillary Remote Shield Booster,41480,1697
Medium Ancillary Remote Shield Booster,41481,1697
Large Ancillary Remote Shield Booster,41482,1697
Capital Ancillary Remote Shield Booster,41483,1697
Capital Cap Battery I,41484,61
Capital Compact Pb-Acid Cap Battery,41485,61
Capital Cap Battery II,41486,61
Domination Capital Cap Battery,41487,61
Dark Blood Capital Cap Battery,41488,61
Cap Booster 3200,41489,87
Navy Cap Booster 3200,41490,87
Capital Capacitor Booster I,41491,76
Capital F-RX Compact Capacitor Booster,41492,76
Capital Capacitor Booster II,41493,76
Dark Blood Capital Capacitor Booster,41494,76
True Sansha Capital Capacitor Booster,41495,76
Test item,41496,1194
Capital I-a Enduring Armor Repairer,41498,62
Capital ACM Compact Armor Repairer,41499,62
Capital Armor Repairer II,41500,62
Dark Blood Capital Armor Repairer,41501,62
Shadow Serpentis Capital Armor Repairer,41502,62
Capital Ancillary Armor Repairer,41503,1199
Capital Ancillary Shield Booster,41504,1156
Capital C-5L Compact Shield Booster,41505,40
Capital Clarity Ward Enduring Shield Booster,41506,40
Capital Shield Booster II,41507,40
True Sansha Capital Shield Booster,41508,40
Dread Guristas Capital Shield Booster,41509,40
Domination Capital Shield Booster,41510,40
Capital Hull Repairer I,41511,63
Capital I-b Enduring Hull Repairer,41512,63
Capital IEF Compact Hull Repairer,41513,63
Capital Hull Repairer II,41514,63
Capital Flex Armor Hardener I,41515,1699
Capital Flex Shield Hardener I,41516,1700
Armor EM Resistance Script,41517,1701
Armor Thermal Resistance Script,41518,1701
Armor Kinetic Resistance Script,41519,1701
Armor Explosive Resistance Script,41520,1701
Shield EM Resistance Script,41521,1702
Shield Thermal Resistance Script,41522,1702
Shield Kinetic Resistance Script,41523,1702
Shield Explosive Resistance Script,41524,1702
Capital Flex Armor Hardener II,41525,1699
Dark Blood Capital Flex Armor Hardener,41526,1699
Shadow Serpentis Capital Flex Armor Hardener,41527,1699
Capital Flex Shield Hardener II,41528,1700
True Sansha Capital Flex Shield Hardener,41529,1700
Dread Guristas Capital Flex Shield Hardener,41530,1700
Domination Capital Flex Shield Hardener,41531,1700
Bosonic Field Generator Blueprint,41532,651
Ligature Integrated Analyzer,41533,538
Zeugma Integrated Analyzer,41534,538
Ligature Integrated Analyzer Blueprint,41535,917
Zeugma Integrated Analyzer Blueprint,41536,917
Doomsday Rapid Firing,41537,255
Gravitational Transportation Field Beacon,41540,1704
Micro Concussion Bomb,41548,90
Micro Electron Bomb,41549,90
Micro Scorch Bomb,41550,90
Micro Shrapnel Bomb,41551,90
Capital Radiative Scoped Remote Capacitor Transmitter,41565,67
Capital Inductive Compact Remote Capacitor Transmitter,41566,67
Hangar Container,41567,12
Astrahus Citadel,41573,226
"Women's ""Mirelle"" Upwell Executive Spectacles",41575,1083
"Men's ""Mirelle"" Upwell Executive Spectacles",41576,1083
Capsule Upwell SKIN,41579,1950
Capsule Palatine SKIN,41580,1950
Astrahus Lights On,41581,227
Apostle Blueprint,41582,1718
Minokawa Blueprint,41583,1718
Ninazu Blueprint,41584,1718
Lif Blueprint,41585,1718
Omen Imperial Armaments SKIN,41586,1950
Oracle Imperial Armaments SKIN,41587,1950
Abaddon Imperial Armaments SKIN,41588,1950
Decloaked Transmission Relay,41589,494
Armor EM Resistance Script Blueprint,41590,912
Armor Thermal Resistance Script Blueprint,41591,912
Armor Kinetic Resistance Script Blueprint,41592,912
Armor Explosive Resistance Script Blueprint,41593,912
Shield EM Resistance Script Blueprint,41594,912
Shield Thermal Resistance Script Blueprint,41595,912
Shield Kinetic Resistance Script Blueprint,41596,912
Shield Explosive Resistance Script Blueprint,41597,912
Cap Booster 3200 Blueprint,41598,169
Capital Shield Extender I Blueprint,41599,118
Capital F-S9 Regolith Compact Shield Extender Blueprint,41600,118
Capital Azeotropic Restrained Shield Extender Blueprint,41601,118
Capital Shield Extender II Blueprint,41602,118
CONCORD Capital Shield Extender Blueprint,41603,118
True Sansha Capital Shield Extender Blueprint,41604,118
Dread Guristas Capital Shield Extender Blueprint,41605,118
Domination Capital Shield Extender Blueprint,41606,118
25000mm Steel Plates I Blueprint,41607,349
25000mm Rolled Tungsten Compact Plates Blueprint,41608,349
25000mm Crystalline Carbonide Restrained Plates Blueprint,41609,349
25000mm Steel Plates II Blueprint,41610,349
CONCORD 25000mm Steel Plates Blueprint,41611,349
Dark Blood 25000mm Steel Plates Blueprint,41612,349
Shadow Serpentis 25000mm Steel Plates Blueprint,41613,349
Capital I-a Enduring Armor Repairer Blueprint,41614,142
Capital ACM Compact Armor Repairer Blueprint,41615,142
Capital Armor Repairer II Blueprint,41616,142
Dark Blood Capital Armor Repairer Blueprint,41618,142
Shadow Serpentis Capital Armor Repairer Blueprint,41619,142
Capital Ancillary Armor Repairer Blueprint,41620,1200
Capital I-ax Enduring Remote Armor Repairer Blueprint,41621,350
Capital Coaxial Compact Remote Armor Repairer Blueprint,41622,350
Capital Remote Armor Repairer II Blueprint,41623,350
Capital Solace Scoped Remote Armor Repairer Blueprint,41624,350
Dark Blood Capital Remote Armor Repairer Blueprint,41625,350
Shadow Serpentis Capital Remote Armor Repairer Blueprint,41626,350
Capital Hull Repairer I Blueprint,41627,143
Capital I-b Enduring Hull Repairer Blueprint,41628,143
Capital IEF Compact Hull Repairer Blueprint,41629,143
Capital Hull Repairer II Blueprint,41630,143
Capital Remote Hull Repairer II Blueprint,41631,870
Capital C-5L Compact Shield Booster Blueprint,41632,120
Capital Clarity Ward Enduring Shield Booster Blueprint,41633,120
Capital Shield Booster II Blueprint,41634,120
True Sansha Capital Shield Booster Blueprint,41635,120
Dread Guristas Capital Shield Booster Blueprint,41636,120
Domination Capital Shield Booster Blueprint,41637,120
Capital Ancillary Shield Booster Blueprint,41638,1157
Capital Cap Battery I Blueprint,41639,141
Capital Compact Pb-Acid Cap Battery Blueprint,41640,141
Capital Cap Battery II Blueprint,41641,141
Domination Capital Cap Battery Blueprint,41642,141
Dark Blood Capital Cap Battery Blueprint,41643,141
Capital Capacitor Booster I Blueprint,41644,156
Capital F-RX Compact Capacitor Booster Blueprint,41645,156
Capital Capacitor Booster II Blueprint,41646,156
Dark Blood Capital Capacitor Booster Blueprint,41647,156
True Sansha Capital Capacitor Booster Blueprint,41648,156
Small Ancillary Remote Shield Booster Blueprint,41649,121
Medium Ancillary Remote Shield Booster Blueprint,41650,121
Large Ancillary Remote Shield Booster Blueprint,41651,121
Capital Ancillary Remote Shield Booster Blueprint,41652,121
Small Ancillary Remote Armor Repairer Blueprint,41653,350
Medium Ancillary Remote Armor Repairer Blueprint,41654,350
Large Ancillary Remote Armor Repairer Blueprint,41655,350
Capital Ancillary Remote Armor Repairer Blueprint,41656,350
Capital Flex Armor Hardener I Blueprint,41657,1151
Capital Flex Armor Hardener II Blueprint,41658,1151
Dark Blood Capital Flex Armor Hardener Blueprint,41659,1151
Shadow Serpentis Capital Flex Armor Hardener Blueprint,41660,1151
Dread Guristas Capital Flex Shield Hardener Blueprint,41661,1723
Capital Flex Shield Hardener I Blueprint,41662,1723
Capital Flex Shield Hardener II Blueprint,41663,1723
Domination Capital Flex Shield Hardener Blueprint,41664,1723
True Sansha Capital Flex Shield Hardener Blueprint,41665,1723
Capital Asymmetric Enduring Remote Shield Booster Blueprint,41666,121
Capital Murky Compact Remote Shield Booster Blueprint,41667,121
Capital S95a Scoped Remote Shield Booster Blueprint,41668,121
Domination Capital Remote Shield Booster Blueprint,41669,121
Dread Guristas Capital Remote Shield Booster Blueprint,41670,121
True Sansha Capital Remote Shield Booster Blueprint,41671,121
Apostle Raata Sunset SKIN,41680,1950
Minokawa Raata Sunset SKIN,41681,1950
Minokawa Blue Tiger SKIN,41682,1950
Minokawa Matigu Seabeast SKIN,41683,1950
Ninazu Valimor Legacy SKIN,41684,1950
Lif Valklear Glory SKIN,41685,1950
Lif Blue Tiger SKIN,41686,1950
Lif Tronhadar Ink SKIN,41687,1950
Angel Dreadnought Wreck,41688,186
Angel Titan Wreck,41689,186
Blood Dreadnought Wreck,41690,186
Blood Titan Wreck,41691,186
Guristas Dreadnought Wreck,41692,186
Guristas Titan Wreck,41693,186
Rogue Carrier Wreck,41694,186
Rogue Supercarrier Wreck,41695,186
Sansha Dreadnought Wreck,41696,186
Capital Radiative Scoped Remote Capacitor Transmitter Blueprint,41697,147
Capital Inductive Compact Remote Capacitor Transmitter Blueprint,41698,147
Serpentis Dreadnought Wreck,41699,186
Serpentis Titan Wreck,41700,186
Bantam Matigu Seabeast Serenity Only SKIN,41770,1950
Bantam Matigu Seabeast Serenity Only SKIN (7 Days),41771,1952
Bantam Matigu Seabeast Serenity Only SKIN (30 Days),41772,1953
Bantam Matigu Seabeast Serenity Only SKIN (90 Days),41773,1954
Bantam Matigu Seabeast Serenity Only SKIN (365 Days),41774,1955
Condor Matigu Seabeast Serenity Only SKIN,41775,1950
Condor Matigu Seabeast Serenity Only SKIN (7 Days),41776,1952
Condor Matigu Seabeast Serenity Only SKIN (30 Days),41777,1953
Condor Matigu Seabeast Serenity Only SKIN (90 Days),41778,1954
Condor Matigu Seabeast Serenity Only SKIN (365 Days),41779,1955
Griffin Matigu Seabeast Serenity Only SKIN,41780,1950
Griffin Matigu Seabeast Serenity Only SKIN (7 Days),41781,1952
Griffin Matigu Seabeast Serenity Only SKIN (30 Days),41782,1953
Griffin Matigu Seabeast Serenity Only SKIN (90 Days),41783,1954
Griffin Matigu Seabeast Serenity Only SKIN (365 Days),41784,1955
Heron Matigu Seabeast Serenity Only SKIN,41785,1950
Heron Matigu Seabeast Serenity Only SKIN (7 Days),41786,1952
Heron Matigu Seabeast Serenity Only SKIN (30 Days),41787,1953
Heron Matigu Seabeast Serenity Only SKIN (90 Days),41788,1954
Heron Matigu Seabeast Serenity Only SKIN (365 Days),41789,1955
Kestrel Matigu Seabeast Serenity Only SKIN,41790,1950
Kestrel Matigu Seabeast Serenity Only SKIN (7 Days),41791,1952
Kestrel Matigu Seabeast Serenity Only SKIN (30 Days),41792,1953
Kestrel Matigu Seabeast Serenity Only SKIN (90 Days),41793,1954
Kestrel Matigu Seabeast Serenity Only SKIN (365 Days),41794,1955
Merlin Matigu Seabeast Serenity Only SKIN,41795,1950
Merlin Matigu Seabeast Serenity Only SKIN (7 Days),41796,1952
Merlin Matigu Seabeast Serenity Only SKIN (30 Days),41797,1953
Merlin Matigu Seabeast Serenity Only SKIN (90 Days),41798,1954
Merlin Matigu Seabeast Serenity Only SKIN (365 Days),41799,1955
Harpy Matigu Seabeast Serenity Only SKIN,41800,1950
Harpy Matigu Seabeast Serenity Only SKIN (7 Days),41801,1952
Harpy Matigu Seabeast Serenity Only SKIN (30 Days),41802,1953
Harpy Matigu Seabeast Serenity Only SKIN (90 Days),41803,1954
Harpy Matigu Seabeast Serenity Only SKIN (365 Days),41804,1955
Hawk Matigu Seabeast Serenity Only SKIN,41805,1950
Hawk Matigu Seabeast Serenity Only SKIN (7 Days),41806,1952
Hawk Matigu Seabeast Serenity Only SKIN (30 Days),41807,1953
